,Epoch,Decay,Learning Rate,Momentum,Feature Size,Strides,Filter_Size,Kernel_size,Score
0,85,0.9112241796056594,0.00010467741694511986,0.9270929987567539,322,"[4, 3]",48,"[17, 13]",0.020162315475509354
1,163,0.9642441535157111,0.0009946771417076773,0.8941039992557355,287,"[3, 4]",7,"[5, 5]",0.04956908818705672
2,132,0.9784739134157867,0.0009580166650332661,0.8733040672644029,226,"[4, 3]",43,"[7, 3]",0.021280292762756937
