,Epoch,Decay,Learning Rate,Momentum,Feature Size,Rho,Score
83,68,0.10308585058709455,2.4183997115336743e-06,0.935347905948596,417,0.9233910244568594,0.13057886150322462
84,49,0.23177074943953518,6.850105117262222e-05,0.8178530604058609,260,0.8745115320508852,0.10054896911194103
85,175,0.6473654082489259,0.0008559149631034262,0.8258774203950534,163,0.8999414778693976,0.05531747252117352
86,179,0.47330642554041946,0.00013102506021715635,0.8722702701707804,17,0.92339403664843,0.1301111968514854
87,132,0.16334224247935342,0.00015870720513094574,0.9252480249945536,457,0.9112914002137187,0.04673006592674806
88,170,0.3154030787437736,0.000729810477022335,0.8090440760948995,87,0.8615333579786953,0.003247836732074746
89,157,0.14096178579411553,0.0009261275060847392,0.9370979240281935,336,0.8695209982951402,0.002283144842432552
90,195,0.10997227507772456,0.0009540113083673545,0.9255592041619064,74,0.8737613292822902,0.046320144732891505
91,197,0.6432920504375916,0.00012665919367562336,0.834510603709427,100,0.8199543559471694,0.06354711775750298
92,71,0.3217023496664757,0.00026802934006444257,0.8424424665486602,305,0.9123917148761317,0.0867355048811583
93,149,0.6010413888109153,0.00015198705731427336,0.8143275294701054,303,0.8326877329647758,0.10456575055336162
94,165,0.7306315305384098,0.0005929718769013542,0.8921404882856184,209,0.867395997374911,0.009909024123337397
95,92,0.12005952821753185,0.00035638554637119386,0.8879487882422659,412,0.9475698344317394,0.004252192101903729
96,153,0.7212161794669113,0.0007503921481169412,0.8829748203088863,117,0.8013471900253452,0.026974000943743665
97,167,0.32170938596606496,0.00025704505109587825,0.9468305050870257,233,0.8545354519149608,0.06760474536371128
98,97,0.08579948666459752,0.00045352640679964106,0.8308320183759573,424,0.9053613934620548,0.004999100046734127
99,152,0.7518845116132201,0.0005519382153828503,0.9270070097766921,207,0.9372430507036409,0.1092949757061967
100,74,0.14036161137369538,0.0008649645156928942,0.8163519953399996,496,0.8502870112911391,0.0050972946428238545
101,116,0.47403454669267325,9.75303233418728e-05,0.8146920618258651,345,0.8750064288853404,0.2573365338878307
102,140,0.5939198517045234,0.00032620062925165085,0.8177941797507903,354,0.8081863412608098,0.12938697660161602
103,94,0.7511459760602979,6.303002063396094e-05,0.8080986712234175,277,0.8504886083719767,0.3818541250099389
104,195,0.33561443030475524,0.0003885514660757005,0.9460210273308121,30,0.9012326363431663,0.1309009642457429
105,181,0.010264723016142075,6.551094444464161e-05,0.8295726837821145,150,0.871836064201725,0.05742689211529198
106,134,0.5927194165696398,0.0009370203112116273,0.870794595619103,414,0.9045859506325954,0.016494282286520265
107,68,0.046416411386237755,0.0008235057600439856,0.8865769217185298,344,0.9261208768385072,0.006195133181726523
108,47,0.7173924844319219,0.0009046129971164715,0.9424746159950024,110,0.8314863659612205,0.04292831891033515
109,157,0.13885066167381518,0.00030301843583695014,0.8071656875109348,264,0.9088705330528221,0.044587209820747375
110,115,0.16952804068246163,0.00030132610458289804,0.9146847053251085,365,0.9360375014149405,0.04018999636425468
111,111,0.480145819171765,0.00025571649062395565,0.8082760718402024,255,0.8544806404575522,0.12180875888224585
112,122,0.5889798359719779,0.000197965181699482,0.8540638890487025,302,0.9103442189880416,0.0449773861554923
113,159,0.5039290082294752,0.0006878476483916741,0.944573520531559,146,0.8290769997849081,0.0556920559962614
114,49,0.237040659659532,0.00047752598997922264,0.9222669296023804,338,0.9087686989123472,0.016398152202724458
115,121,0.20392396154650863,0.00023954125095978392,0.8652152144616148,263,0.89193850418278,0.026341552626131606
116,65,0.42431815246545246,0.0002484399662313023,0.8875712576480314,144,0.8255820827574433,0.16620273992103318
117,148,0.21434030408448673,0.000863164665867616,0.894003415398531,416,0.8292177919412815,0.0035285219836844258
118,156,0.29121850079354045,0.0007165346753329605,0.9044281735846432,448,0.9076082196378433,0.007489986690977212
119,181,0.1335597819556437,0.0005767840592659308,0.9323882207362352,270,0.8348344632073604,0.0031385261188652223
120,43,0.5604531948574801,0.0008315479954060996,0.8962129722450696,360,0.9247427205858006,0.024371491149369522
121,172,0.23397582735414188,0.0005337869937799492,0.9327313465689031,198,0.8222443204054557,0.034012417434748726
122,180,0.550658433588432,8.597200187772077e-05,0.8829008710694365,99,0.8899073063171044,0.139153636613678
123,176,0.6025935708720483,0.00021473667671639935,0.8511442265748104,153,0.8366014666553935,0.0665759160505942
124,95,0.749727871424002,0.0005650762985164184,0.8787547493220234,182,0.8699257673535938,0.09023603823888733
125,67,0.7448342291010472,9.62326690194282e-05,0.945011701063932,407,0.9373997653743932,0.044296805711158065
126,136,0.29971341779446553,0.0008932601574546971,0.8595385790763701,355,0.9483254490048428,0.01881277365904369
127,161,0.5522073290569635,0.0005499176492149279,0.8580743682078635,405,0.9206823196165319,0.024390173224355084
128,41,0.45217164525627,0.00011604136715190486,0.8013092322453474,330,0.9434699757716455,0.10093567241722393
129,144,0.061477393401158056,0.00017956311792394585,0.8154859390860126,313,0.8321800020509986,0.019289828443435613
130,178,0.11964738877415933,0.000764535591237046,0.8320141017930813,104,0.846135200793439,0.024948017236586954
131,188,0.26667905184663926,3.46620750574602e-05,0.9074003225255638,145,0.9316349743825684,0.2377491183776538
132,118,0.6336524532382541,0.0008038032393084705,0.8745397774518969,251,0.8377095165345092,0.025985904820005824
133,185,0.64731852046976,0.0007662154002991305,0.8285684845407205,322,0.9209521092556002,0.012922828110229028
134,87,0.49934448892743855,0.0007186955954641747,0.8571605981037071,8,0.8060945958727178,0.2225344064792734
135,135,0.295457736908637,7.520953250493933e-05,0.8145912601843202,24,0.8035101487992802,0.07641120958864295
136,46,0.214630456023348,0.0002963169579917013,0.927668296827003,300,0.8413427909072095,0.004041349714629149
137,169,0.4655692280353904,0.0006877608866839371,0.8963404413347723,367,0.945705531906599,0.00578190483847412
138,187,0.31361349780255676,0.0008237683252187854,0.844867827150607,201,0.8054175443374763,0.05475929344389622
139,93,0.14050582937736467,0.0006506097112308877,0.8060973276642205,444,0.8199097845909746,0.0035349188408466624
140,149,0.794684065778266,0.0009657767983045971,0.8476184147564965,491,0.834658732051994,0.012188568831229103
141,171,0.11015350746384503,0.0007615121294927195,0.873502272869219,79,0.9153686805186456,0.034977058284681964
142,187,0.38864767803337347,0.0002686766529919317,0.8398600426293692,193,0.8726575672349901,0.014524375587213827
143,161,0.6506365652777162,0.0008129823553200684,0.9484901854110459,78,0.8385330365618987,0.06608399952172625
144,119,0.6321093146360252,7.202423080869132e-05,0.8915207971654923,87,0.8188760236213256,0.0823673294363623
145,78,0.1944455401998081,4.05349953765123e-05,0.9193692587527668,96,0.9485337116681153,0.025948614981409508
146,186,0.412131981616793,0.0007635827605671218,0.8467125517213454,374,0.8637896935526074,0.003308046167609802
147,142,0.07520092830773084,0.00038870389669771836,0.8073440474675977,150,0.8889185986845723,0.04004308740535738
148,150,0.4131379518536926,7.423299957007283e-05,0.8436062694323843,354,0.8099211354806239,0.14623135344816313
149,190,0.03173624293787496,4.906291247424867e-05,0.8586316703451604,18,0.8705758468422086,0.17475491384424172
150,55,0.051952267454762516,0.00010625232552935823,0.8536206487512584,342,0.873238024990196,0.025302931759506465
151,192,0.11073853272616568,0.0001239249649917983,0.9225055233676258,159,0.915499056154742,0.0990135292132483
152,105,0.45385099517705013,0.000903617909396325,0.9172933393370404,33,0.8747424987218229,0.0703798572796939
153,90,0.5163335085960851,4.066458121088533e-05,0.8805473979962174,50,0.9037896137637721,0.16177358693883953
154,194,0.5399345982224412,0.00033472005018175756,0.8236737466055072,296,0.8741406853537913,0.03519798793563713
155,193,0.32242983531308556,0.0006279388877126784,0.8127059989101645,350,0.8145409445855649,0.04457600726983223
156,88,0.137001830811671,0.0009288387120841936,0.8432759011120607,171,0.9085447499059515,0.03932611445964881
157,72,0.14509699982515026,0.0006157685863080247,0.8680972764617697,430,0.9089500373442738,0.004080974285836429
158,40,0.6644524744281997,0.0007454676347137332,0.8897391214292183,172,0.885071684630453,0.14638451079720866
159,153,0.2686314107667373,0.0007715107818531802,0.9001434700106321,74,0.8566469176392596,0.045560560475748316
160,195,0.7036195922806916,0.0009432516501517512,0.8373091532057246,269,0.9278906391851243,0.023878471793231507
161,61,0.6295320335400187,0.0006310646354834138,0.8831835355397296,434,0.8443561075427908,0.0688213972184299
162,156,0.34927429025379253,0.00024961713081551813,0.8661554475294929,107,0.8020491945436915,0.056435969156301675
163,140,0.009797272254025824,0.0004544951358770522,0.802594421270779,409,0.9165314782446705,0.015452205947621752
164,95,0.4601614884913591,6.7178188684192e-06,0.8670696478900203,132,0.9124220191591628,0.06750790039567571
165,56,0.754674959357839,0.0008991648627477605,0.8523125946592374,299,0.9153025476722327,0.05011842764638804
166,113,0.5655058618602145,7.355852642416842e-05,0.9307728384795945,199,0.8956117748784068,0.1407431984140027
167,115,0.05325448374293362,0.0007528472965442733,0.9057270290010107,482,0.8339213534289314,0.014072725610971889
168,67,0.2921845473233269,0.0008399924756328477,0.8146346035885736,134,0.9441028890081131,0.05114549953944161
169,80,0.15918995529756935,0.0007006645962733069,0.9007930793470159,130,0.9413860747810183,0.027690897901350996
170,57,0.33588221883445285,0.0005985592289920609,0.8763093989191523,421,0.9162034825679701,0.021938066022505986
171,161,0.28043951344547235,0.0001473578432267218,0.8688802296966674,465,0.8579928870268804,0.140651723852864
172,104,0.07244518255177583,9.622557096747624e-05,0.8811233852394167,231,0.9309197574172322,0.01242903628329325
173,68,0.6772596060498599,0.0004712193615231097,0.8923909568664441,238,0.9120855727382345,0.057376754177534524
174,99,0.7672307094733313,0.000871316418932177,0.9330804243502814,169,0.831043744916363,0.031248252431361603
175,97,0.19684420886753617,0.0008882947806403357,0.855880370194427,363,0.899104818237646,0.013038245080752983
176,186,0.2722537908802667,0.00020164645380125638,0.8037099966570118,157,0.8322146735342313,0.06493240546225086
177,63,0.5513159626476654,3.243454127712641e-05,0.8588454244250954,135,0.8152972768779724,0.11280686096640169
178,103,0.6443345713812052,0.0005068133958023127,0.8520833124648306,182,0.9288625486242849,0.1178096342742084
179,66,0.44453380346787796,0.00011828535842882155,0.835855137506042,194,0.925184889836113,0.21359143728950938
180,105,0.5650971762254836,0.00027004396540070526,0.879894472231618,478,0.9081205888305453,0.08364063091685345
181,199,0.4467803388457645,0.000417524547895913,0.8986626638823884,238,0.8340407087232071,0.10034122438567164
182,155,0.24561375195958562,0.0007359192394712873,0.9459210772093475,456,0.8214027995630173,0.004894960091098562
183,199,0.6335251551283234,0.0005007901106257797,0.8231001770645232,186,0.8037020267410248,0.08279135120708657
184,155,0.09977699351297371,0.00023245349808734812,0.8758038872552754,67,0.8079418350029474,0.0634016645206532
185,162,0.7467373084862176,0.00043501829790156145,0.9262594510510986,270,0.8505959676142869,0.04673281193262976
186,56,0.06399576785510268,0.0005278340849160689,0.925274936025277,305,0.8616921386530687,0.00934643351831022
187,73,0.5049403402847144,0.0007333093666914367,0.9230255953267328,9,0.8102688426000151,0.2421964199911748
188,85,0.16028563939572155,0.00011733437729983326,0.9458878453471816,318,0.8693724161751488,0.20341015954714592
189,96,0.6478925215280474,0.000411618350755015,0.9099587747631717,244,0.8271920422290737,0.05686653009353576
190,78,0.26769756200013023,0.0003764515530475406,0.9317603810260191,284,0.8219335943226423,0.06878728873128685
191,87,4.9271516911719716e-05,0.0002961460308853925,0.8104601364927478,308,0.8374485906157345,0.016759569338077224
192,140,0.33267543401974325,0.0009730924615735764,0.9271410478176877,454,0.8816938515238317,0.003835868816393339
193,101,0.05131822378989997,0.000991705791188065,0.9036970845628414,324,0.8327139194140583,0.009023176596349054
194,196,0.08017134845234378,0.0009483623227722,0.8224428295154917,387,0.9023459340893478,0.01650221964594015
195,134,0.5880025838954118,0.00029183074743145725,0.8714356259961006,306,0.8766147387374414,0.06479844212299213
196,134,0.021197073550198023,0.0009244404705504893,0.8844085505746666,84,0.8519520330621201,0.014021338043899717
197,85,0.6973860976902557,0.0004212856271628684,0.8378079056404552,493,0.8176067922208909,0.0708598938526888
198,174,0.13294773646011437,3.147438885206845e-05,0.9478767849537479,481,0.9199884681706141,0.04847891727280389
199,44,0.06486765295341197,0.0009407135489025046,0.933693925025367,325,0.9312353865864593,0.00535764475337714
