,Epoch,Decay,Learning Rate,Momentum,Feature Size,Score
0,132,0.9259691191246691,0.0004885462449405612,0.8903056966239032,8,0.13740412806817853
1,146,0.9486414969940226,0.0007809220401918243,0.9219272921339445,145,0.6295728953220455
2,271,0.9862878957544237,0.0003020965239270883,0.927842627811991,442,0.14548325948417187
3,358,0.968419071661649,0.00030703200211057864,0.9446979964303361,385,0.22433653311240156
4,162,0.9715263914783068,0.0006002419906104956,0.8467325847885823,71,0.1944815637191462
5,105,0.9396744861384468,0.0007933140928364908,0.8496207680096469,393,0.7334066191321821
6,200,0.9270730795691824,0.0006606775205593535,0.8725467800367979,172,0.32273968229973743
7,194,0.9770583942270544,0.00039348459999576075,0.8046219762705664,199,0.1831139598452167
8,333,0.9179099238711843,0.0005596544800194768,0.8403678297542844,440,0.37022890430076655
9,45,0.9264924126704592,4.3396013995106603e-05,0.8211266396040198,10,0.20325504959556864
10,292,0.9778095869523272,0.0003772634240920833,0.8210021496739844,157,0.28092208009445346
11,121,0.9685748701456443,0.0003524490418008539,0.8356703157914913,164,0.4662217650522563
12,260,0.9518372827275207,0.00088962755931042,0.8406837330886581,433,0.07540717918751001
13,53,0.9848527804615723,0.0007691282897776149,0.8662845661090357,491,0.3571410990705497
14,122,0.9526733474459045,0.0004456911138287316,0.8818920772442693,463,0.7519143918681784
15,81,0.980950922452812,0.00027873344913491077,0.9141897315347536,108,0.10288232795017607
16,180,0.956166666488054,0.0005044565410514882,0.8828347427046237,353,0.00490791265414296
17,332,0.9754760709912511,2.9582180444926175e-05,0.808926219519241,318,0.2705634238975724
18,13,0.9404866478200773,0.00013174816566358897,0.9478617234756375,453,0.5727611322511093
19,111,0.9005241962812687,0.00023265486887132672,0.928247173938373,353,0.24453835023218068
20,165,0.9255386674833513,0.0005216826145635669,0.8687227322685185,195,1.1286539251700667
21,362,0.9536465902797293,8.436568252662298e-05,0.8650091982311985,119,0.26497923216965746
22,146,0.9162498572328633,0.0002926146267086428,0.8931447962812573,396,0.5203218547573228
23,17,0.9750168066488539,0.0007595746148563216,0.8237155295206613,264,0.20160990299040826
24,67,0.9802594431126916,0.0006983660000593235,0.9292399426595648,227,0.29194302719674614
25,362,0.9159331207638227,0.0006834946720245133,0.8423809204053485,311,0.545031556819464
26,312,0.9287864347918852,0.000479645689096819,0.8010662969806138,77,0.2471692930305477
27,374,0.9825381274355154,0.0003045592813534159,0.8988558975100421,225,0.1732998040810587
28,72,0.9819180294834398,0.0004993450345629957,0.8206225311297114,129,0.33526482623585885
29,141,0.9395695100911633,0.00038857880656805946,0.8157535409495301,200,1.6630600029772804
30,229,0.9657016282617921,0.0006583467633773653,0.8718120807345675,379,0.17344378841428504
31,144,0.9342462270560339,6.136204399575004e-05,0.8393361610946907,262,0.13060614970052922
32,22,0.9388004520725853,0.0008546666951635038,0.8501878191628951,450,0.3466292146978707
33,296,0.9555235256875793,0.0005709917642437714,0.8018848148583648,235,0.13808448451809358
34,143,0.9343409169847727,0.00014345002976670127,0.9427142525453341,207,0.080544319584829
35,102,0.9134066473204039,0.0008716303885203017,0.89169838015555,243,0.4600505945089275
36,379,0.9193848797993732,0.0007216087553801713,0.8022148311420697,285,0.14642865085518544
37,334,0.937238789931153,6.939818746641433e-05,0.8242342738215819,211,0.13023761901970218
38,314,0.9474170187433879,0.00023471152420651137,0.8603392111350864,405,0.45817643170690237
39,196,0.983113312040191,0.00039494741341615324,0.8843110157201926,348,0.3097567312628869
