,Epoch,Decay,Learning Rate,Momentum,Feature Size,Score
0,196,0.9382726755339085,0.0005543453005879016,0.914580918518475,313,0.9878079156706008
1,71,0.9653404874691206,0.00046312389360880383,0.8776522794373106,456,0.42386478705001407
2,82,0.9106299143866378,0.0005010493190645945,0.8652005808241029,281,0.07608013268980691
3,175,0.9477770753165734,0.0008782682556939978,0.9293086558620034,190,0.47312017420397745
4,191,0.945908116792633,0.0004876102053520637,0.9419029232339539,338,0.5567006496564638
5,161,0.9147971587148066,0.00033389594194429715,0.8128332735345548,192,0.4987862035797939
6,177,0.9577147308021915,0.0008224248851958278,0.8411552514887801,322,0.4781637007484033
7,109,0.9038356977910424,0.00021607696232023565,0.8500316975791126,421,0.1500067184248767
8,138,0.9040241949263379,8.528769174960433e-05,0.9409442122504984,117,0.02729424274274886
9,183,0.9320564799092903,0.00024314394767225252,0.8780734123239563,244,1.3429027516046697
10,161,0.9585101827073665,0.0006620610698439725,0.9445110742517853,129,0.09221893305305479
11,110,0.901827013817136,0.0008065848797318867,0.8020577575369275,79,0.01533873182705651
12,85,0.9443696354568896,0.0002734126540757788,0.851556089884467,224,0.061812281790547645
13,151,0.9557509036574917,0.000758869177213878,0.8162416942061905,231,0.523841725888274
14,161,0.9148645085536723,0.00040604362778930354,0.9028583693924774,230,0.727151040605041
15,145,0.9692806965968741,0.0005624494905084431,0.8116883465084458,7,0.03549255543416487
16,157,0.9875224941550003,0.0004435232953588168,0.8075977682131213,144,0.43990471943273396
17,49,0.9542413158972805,0.0006286969288882294,0.8537497025146065,2,0.05670355251787556
18,175,0.9205940824339649,0.0003566619855433855,0.8600546669492768,119,0.20137678411374718
19,74,0.9226100281381192,0.0009637237296961906,0.8687651633423262,204,0.19010517051256626
20,167,0.9318812301886696,0.0009916990472026053,0.9039782350834725,293,0.07182141322316961
21,60,0.9061685707424819,0.0005172276946646989,0.9150996725813175,429,0.10956354940336355
22,73,0.9343162183086896,0.0003311993996093867,0.8538999692236722,308,0.15254357314410533
23,94,0.946406186619539,0.0004510240794595019,0.8269635101060506,196,0.236088716090334
24,192,0.9270945292168886,0.0007294195692519602,0.9130921150442959,145,0.09132221506901977
25,65,0.933516423727666,0.000429184800747783,0.9209207608663041,69,0.8834939166076816
26,186,0.9477786320355783,0.00021203308822650185,0.8635397652681673,131,0.21277943511934772
27,53,0.9124249697870235,0.0009235981199410881,0.8428605944036818,142,0.5358889538054935
28,167,0.924399860258803,0.0005886602668164676,0.8037094396855742,414,1.163538921741243
29,169,0.9361064977187772,5.787669550790858e-05,0.8747516822505575,195,1.0559513348482996
30,186,0.9036798196463744,0.0007820960203457402,0.8201939798061616,20,0.003385372425772213
31,93,0.9367575922711303,0.0006421248994082238,0.820863932032595,129,0.44140348517942396
32,109,0.9562886704187982,0.0004465119972519219,0.902345025590521,109,0.0009248040311423869
33,199,0.9127075859216772,0.0004822021131285901,0.8365017504857684,257,0.12874419891787928
34,67,0.9809669651948985,0.0008481265904973004,0.9425473023500935,262,0.24587310812768784
35,93,0.9235058717792599,5.5024124334438457e-05,0.8227645754752322,125,0.060232113201653024
36,151,0.918992825172161,0.0009341947120359161,0.8053185903941813,309,0.9916517522651702
37,169,0.9873210812449629,0.0005525659704674953,0.8682696791085243,196,0.09761321578621053
38,57,0.9564560040485112,0.0007446651803988976,0.9130582891229799,469,0.7768286473887123
39,198,0.9183515201989944,0.00011363042629393096,0.8153401649884238,126,1.0442380194170633
40,185,0.9813955116276954,0.00018173498628383473,0.8153759096792718,362,0.0450750551053098
41,133,0.9475608525176292,0.0008507250878861038,0.8491539144947284,460,0.08053220050574379
42,129,0.9391064563181254,0.000982596757812581,0.8429828193274407,11,0.07650279024450192
43,120,0.943319531967165,0.0003272882937251212,0.9141210924670867,258,0.5850873876293965
44,154,0.9349001479708191,0.00024148692095967323,0.8261412770416683,218,0.3103391642717657
45,186,0.914302546033453,0.00044712262150219074,0.8150963880058922,46,0.1999348686599698
46,90,0.9673850343423823,0.0009260529144784137,0.8775062289058135,109,1.0824405847534795
47,167,0.9155777511188902,0.00030643245195431277,0.8371222704170497,76,0.0831151793674643
48,175,0.9083915473365156,0.0006834384699793704,0.8371224330837307,78,0.18857953558060148
49,134,0.9793058667353391,0.00046188451250176637,0.8077712670431803,334,0.01106411257371454
50,62,0.973494770110596,0.0009960180805523144,0.9365931591792553,477,0.2480218226345305
51,195,0.916437417792139,0.0007619383406671774,0.8298029002519863,431,0.04628383365101135
52,171,0.9312830994973774,0.0009319689632573161,0.9272909321189742,236,0.05304971696971757
53,82,0.9028546707443881,0.0002281936028070612,0.832941732468065,438,0.19166395960020563
54,130,0.9753123210545522,0.0007466570359455246,0.8640940397244887,493,0.025340123168003242
55,87,0.9331134040910158,0.0006385866132928141,0.9485266331878437,207,0.33464402046812364
56,54,0.9212246477798125,0.0008903224015186093,0.9468840141200134,194,0.8422262760700822
