,Epoch,Decay,Learning Rate,Momentum,Feature Size,Score
0,192,0.9028124114808662,0.00045877780276576294,0.81938161773128,402,0.2460686817454795
1,175,0.9756295963008175,0.0002284915777429521,0.8208487445925041,331,0.05198448567394189
2,116,0.9391011320968893,0.0003122913306746982,0.8023062180331532,450,0.41449816810802137
3,85,0.9485422968766809,0.0004020659668526216,0.9305678744950581,428,0.18579118626121077
4,107,0.9709342612539595,0.00048805743430498175,0.8145733819085941,331,0.27613166519973864
5,127,0.9085021904066467,6.402724074849326e-05,0.90729016669612,239,0.20035011780983347
6,82,0.9285098249340993,0.0006925492903603681,0.9232131279939391,84,0.3173451108139631
7,134,0.9022647578689122,0.0007243116151821291,0.8903259018184165,296,0.09101367641703008
8,79,0.9160771358680163,0.0003574443819418465,0.8635420085558183,151,0.272427617521028
9,168,0.9644555713333635,0.0004065776700067968,0.8284066475019871,425,0.2134501935103113
10,88,0.9185789662435142,0.0003335792495766696,0.8048000391132808,67,0.16746055495361206
11,99,0.9569392886077381,0.000774687130379998,0.8659471269508651,380,0.07077389505020408
12,131,0.9443628284142283,0.0009647963858940294,0.8265303033603938,271,0.2659219424510025
13,148,0.9727603124112101,0.0005897681559300046,0.8267979976338283,22,0.11884002296438256
14,99,0.9847096958140215,0.0005570085638563893,0.9242065278653965,394,0.1396173977483455
15,65,0.9451287482169163,0.0009873783715078073,0.8820356144839419,232,0.07635224512228685
16,43,0.9582769104182487,8.180718072472342e-05,0.8705103148971504,272,0.14078130558797508
17,178,0.9887627184415292,0.00018313811582140114,0.8155241212765436,419,0.33375726602526506
18,173,0.9484207235034524,0.0007513138144650015,0.890232142604491,367,0.07756894622313774
19,198,0.9514652275655009,0.00044212755560160184,0.8640104649155793,283,0.09109550625064325
20,114,0.9543239601687297,0.00031937669983848053,0.8913750812520799,423,0.1912404507020563
21,181,0.901726916341475,1.9233364610354912e-05,0.8138340262268594,349,0.18281674025267142
22,95,0.9071675957464985,0.0007922644668621756,0.9173335613572864,267,0.14437718313364756
23,84,0.9077447701250566,0.0007745370270834748,0.840855327616989,353,0.4803251344798154
24,67,0.9374737050802243,0.0004385069866348314,0.82872083026203,282,0.3205495017509048
25,190,0.9474215639588185,0.00040140558396374305,0.9444667028386272,14,0.17239215263497712
26,59,0.9787449486078174,0.0005838908442715592,0.8546360734482567,460,0.18441718405411833
27,74,0.9552764447947761,0.00016588803699326145,0.8205464153261183,343,0.18503439894879237
28,86,0.9700785094569973,0.00042807623654874267,0.9263889995837924,222,0.3138503047327201
29,71,0.9799987403713167,0.00045621741932597577,0.9487994103878854,145,0.4215948904305257
30,190,0.9159399672586297,0.00010683486569968959,0.8398673199921143,85,0.22055897036091332
31,125,0.9179046580948056,4.998713500671999e-07,0.8116942632603459,279,0.12898091406466694
32,189,0.9496216388266279,0.00010427659628277664,0.8274335630021188,391,0.27716516723392914
33,193,0.9724244932184583,0.0003430182510381299,0.9158868105036171,340,0.028125986821463358
34,42,0.972075996245754,0.000598125217393485,0.8122874772716631,69,0.1307156290449265
35,40,0.907174653789269,0.000733908239065007,0.9341702852940703,374,0.12809606692284264
36,156,0.9048125780808111,0.000610523752093639,0.8422028680036686,355,0.17345260333698231
37,192,0.9719778357085822,0.00018574730539890245,0.9061507925664292,123,0.1726686697888853
38,176,0.9024531631553202,0.0006347840266119877,0.9036449521474945,154,0.1238666142014813
39,177,0.9478239949222262,0.0007535250591892322,0.854218201244146,310,0.13161813390657656
40,80,0.9159615911252134,0.0008383585676109706,0.8311640259275815,191,0.12040156152196395
41,52,0.9508690702394306,0.0007172112633191789,0.8016695076269807,441,0.0794657601215089
42,45,0.970178326658095,0.000277036324326324,0.8521020484400755,202,0.34793419091076383
43,56,0.9155041032164521,0.00021991880982897346,0.8471229502239892,232,0.17376591791601284
44,97,0.9371405427373463,0.000814021057642614,0.8685013344836494,146,0.190348276290779
45,101,0.9591772885833342,0.00034875614990853213,0.8529264942613493,228,0.12881665021790448
46,100,0.9546793409332347,8.694347588779087e-05,0.8092183302070279,16,0.09998107600757222
47,122,0.9192607868611379,0.0006144362920486175,0.8661808448485453,345,0.21936349481911602
48,59,0.9429797678604402,0.00032678051864907306,0.9479891762029787,135,0.13965018797397405
